SRR8651556,2
SRR8651557,4
SRR8651558,2
SRR8651559,2
SRR8651560,2
SRR8651561,4
SRR8651562,2
SRR8651563,4
SRR8651554,2
SRR8651555,4
SRR8651648,2
SRR8651649,2
SRR8651650,4
SRR8651651,2
SRR8651644,2
SRR8651645,2
SRR8651646,2
SRR8651647,2
SRR8651642,4
SRR8651643,4
SRR8651655,2
SRR8651654,2
SRR8651657,4
SRR8651656,2
SRR8651659,2
SRR8651658,2
SRR8651661,2
SRR8651660,4
SRR8651653,2
SRR8651652,2
SRR8651572,2
SRR8651573,2
SRR8651570,2
SRR8651571,2
SRR8651576,2
SRR8651577,2
SRR8651574,2
SRR8651575,2
SRR8651567,2
SRR8651568,2
SRR8651591,2
SRR8651590,2
SRR8651589,2
SRR8651588,4
SRR8651587,2
SRR8651586,2
SRR8651585,4
SRR8651584,2
SRR8651583,2
SRR8651582,2
SRR8651594,2
SRR8651595,2
SRR8651596,2
SRR8651597,2
SRR8651598,2
SRR8651599,2
SRR8651600,2
SRR8651601,4
SRR8651592,2
SRR8651593,2
SRR8651607,2
SRR8651609,2
SRR8651608,2
SRR8651603,2
SRR8651602,2
SRR8651605,2
SRR8651611,2
SRR8651610,2
SRR8651618,2
SRR8651614,2
SRR8651615,2
SRR8651612,2
SRR8651613,2
SRR8651620,2
SRR8651621,2
SRR8651569,2
SRR8651565,2
SRR8651564,2
SRR8651580,2
SRR8651579,2
SRR8651578,4
SRR8651663,2
SRR8651636,2
SRR8651637,4
SRR8651638,2
SRR8651639,2
SRR8651632,2
SRR8651634,2
SRR8651640,4
SRR8651641,2
SRR8651627,2
SRR8651626,4
SRR8651625,4
SRR8651624,2
SRR8651631,2
SRR8651630,2
SRR8651629,4
SRR8651628,2
SRR8651623,2
SRR8651622,2
ERR3340735,4
ERR3340740,4
ERR3340708,4
ERR3340718,4
ERR3340697,4
ERR3340701,4
ERR3340698,4
ERR3340704,4
ERR3340699,2
ERR3340702,2
ERR3340706,2
ERR3340726,2
ERR3340738,2
ERR3340744,2
ERR3340703,2
ERR3340727,2
ERR3340736,4
ERR3340739,4
ERR3340714,4
ERR3340741,4
ERR3340713,4
ERR3340731,4
ERR3340707,4
ERR3340716,4
ERR3340711,4
ERR3340717,4
ERR3340720,4
ERR3340743,4
ERR3340737,4
ERR3340745,4
ERR3340715,2
ERR3340725,2
ERR3340709,2
ERR3340723,2
ERR3340705,4
ERR3340728,4
ERR3340696,4
ERR3340722,4
ERR3340721,2
ERR3340734,2
ERR3340733,4
ERR3340742,4
ERR3340719,4
ERR3340730,4
ERR3340700,4
ERR3340712,4
ERR3340724,4
ERR3340729,4
ERR2179670,4
ERR2179673,4
ERR2179788,4
ERR2179767,4
ERR2179651,4
ERR2179754,4
ERR2179802,4
ERR2179654,4
ERR2179661,4
ERR2179604,4
ERR2179728,4
ERR2179561,4
ERR2179606,4
ERR2179826,4
ERR2179733,4
ERR2179589,4
ERR2179685,4
ERR2179617,3
ERR2179817,4
ERR2179591,4
ERR2179723,4
ERR2179818,4
ERR2179706,4
ERR2179666,4
ERR2179821,4
ERR2179840,3
ERR2179841,3
ERR2179683,3
ERR2179804,4
ERR2179833,4
ERR2179600,4
ERR2179777,4
ERR2179752,4
ERR2179710,4
ERR2179775,4
ERR2179799,4
ERR2179810,4
ERR2179766,4
ERR2179557,4
ERR2179797,4
ERR2179564,4
ERR2179698,4
ERR2179611,4
ERR2179605,4
ERR2179772,4
ERR2179667,4
ERR2179680,4
ERR2179700,4
ERR2179812,4
ERR2179704,4
ERR2179829,4
ERR2179689,4
ERR2179744,4
ERR2179602,4
ERR2179632,4
ERR2179678,4
ERR2179732,4
ERR2179635,4
ERR2179774,4
ERR2179692,4
ERR2179613,4
ERR2179776,4
ERR2179729,4
ERR2179616,4
ERR2179568,4
ERR2179665,4
ERR2179762,4
ERR2179846,4
ERR2179719,4
ERR2179713,4
ERR2179798,4
ERR2179711,4
ERR2179703,4
ERR2179712,4
ERR2179563,4
ERR2179751,4
ERR2179573,4
ERR2179597,4
ERR2179697,4
ERR2179601,4
ERR2179577,4
ERR2179603,4
ERR2179669,4
ERR2179718,4
ERR2179769,4
ERR2179575,4
ERR2179837,4
ERR2179668,4
ERR2179620,4
ERR2179734,4
ERR2179615,3
ERR2179696,4
ERR2179679,4
ERR2179629,4
ERR2179827,4
ERR2179819,4
ERR2179598,1
ERR2179644,4
ERR2179660,4
ERR2179642,4
ERR2179717,4
ERR2179761,4
ERR2179688,4
ERR2179690,4
ERR2179792,4
ERR2179845,4
ERR2179607,4
ERR2179623,4
ERR2179558,4
ERR2179633,4
ERR2179610,4
ERR2179705,4
ERR2179658,4
ERR2179596,4
ERR2179691,4
ERR2179701,4
ERR2179671,4
ERR2179801,4
ERR2179674,4
ERR2179825,4
ERR2179587,4
ERR2179716,4
ERR2179740,4
ERR2179582,4
ERR2179687,4
ERR2179676,4
ERR2179560,4
ERR2179643,4
ERR2179619,4
ERR2179702,4
ERR2179780,4
ERR2179831,4
ERR2179838,4
ERR2179822,4
ERR2179626,4
ERR2179639,4
ERR2179760,4
ERR2179609,4
ERR2179583,4
ERR2179809,4
ERR2179778,4
ERR2179830,1
ERR2179839,3
ERR2179571,4
ERR2179592,4
ERR2179782,4
ERR2179787,4
ERR2179735,4
ERR2179789,4
ERR2179599,4
ERR2179628,4
ERR2179725,4
ERR2179655,4
ERR2179584,4
ERR2179709,4
ERR2179781,4
ERR2179862,4
ERR2179803,4
ERR2179646,4
ERR2179662,4
ERR2179806,4
ERR2179638,4
ERR2179562,4
ERR2179612,3
ERR2179578,4
ERR2179721,4
ERR2179681,3
ERR2179574,4
ERR2179811,4
ERR2179824,4
ERR2179565,4
ERR2179614,3
ERR2179686,4
ERR2179771,4
ERR2179742,4
ERR2179618,4
ERR2179860,3
ERR2179749,4
ERR2179755,4
ERR2179823,1
ERR2179675,4
ERR2179648,4
ERR2179699,4
ERR2179764,4
ERR2179631,4
ERR2179724,4
ERR2179656,4
ERR2179759,4
ERR2179720,4
ERR2179800,4
ERR2179608,4
ERR2179653,4
ERR2179657,4
ERR2179581,4
ERR2179636,4
ERR2179585,4
ERR2179630,4
ERR2179572,4
ERR2179828,4
ERR2179730,4
ERR2179835,4
ERR2179727,4
ERR2179714,4
ERR2179758,4
ERR2179624,4
ERR2179726,4
ERR2179708,4
ERR2179663,3
ERR2179814,4
ERR2179842,3
ERR2179813,4
ERR2179594,4
ERR2179595,4
ERR2179784,4
ERR2179773,4
ERR2179567,4
ERR2179641,4
ERR2179815,4
ERR2179677,4
ERR2179559,4
ERR2179627,4
ERR2179808,4
ERR2179579,4
ERR2179805,4
ERR2179586,4
ERR2179768,4
ERR2179590,4
ERR2179593,4
ERR2179570,4
ERR2179851,3
ERR2179743,4
ERR2179748,4
ERR2179622,4
ERR2179739,4
ERR2179783,4
ERR2179736,4
ERR2179763,4
ERR2179722,4
ERR2179770,4
ERR2179580,4
ERR2179694,4
ERR2179731,4
ERR2179645,4
ERR2179746,4
ERR2179693,4
ERR2179625,4
ERR2179588,4
ERR2179684,4
ERR2179807,4
ERR2179820,4
ERR2179621,4
ERR2179765,4
ERR2179832,4
ERR2179844,3
ERR2179757,4
ERR2179576,4
ERR2179715,4
ERR2179672,4
ERR2179843,4
ERR2179634,4
ERR2179791,4
ERR025839,2
ERR025846,4
ERR038257,4
ERR038265,3
ERR038266,3
ERR038271,3
ERR038274,4
ERR038275,4
ERR038280,3
ERR038288,3
ERR038292,4
ERR038294,4
ERR039328,4
ERR040086,3
ERR040088,3
SRR2100068,3
ERR040093,3
ERR040108,3
ERR046729,3
SRR2100069,4
ERR046755,4
ERR046756,4
ERR046760,4
ERR046766,4
ERR046783,4
ERR046785,4
SRR2100077,3
ERR046819,4
ERR046821,4
ERR046823,1
ERR046825,4
SRR2100088,3
ERR046831,4
ERR046834,4
ERR046840,4
ERR046842,4
ERR046844,1
ERR046846,3
ERR046850,1
ERR046852,4
ERR046854,3
ERR046862,3
ERR046871,4
ERR046873,4
ERR046878,4
ERR046882,3
ERR046887,4
ERR046890,4
ERR046903,4
ERR046907,1
ERR046913,4
ERR046914,3
ERR046921,3
ERR046922,4
SRR2100104,4
ERR046932,4
ERR046933,5
ERR046938,2
ERR046942,3
ERR046948,4
ERR046952,4
ERR046953,4
ERR046959,4
ERR046964,4
ERR046967,2
SRR2100096,4
ERR046983,3
SRR2100101,4
ERR046991,4
ERR047003,2
ERR047009,4
ERR072029,3
ERR072032,3
ERR072039,4
ERR072042,4
ERR072046,4
ERR072047,4
ERR072048,4
SRR2100112,3
SRR2100115,3
SRR2100124,3
SRR2100128,3
SRR2100134,1
SRR2100157,4
SRR2100158,4
SRR2100160,4
SRR2100162,3
SRR2100163,4
SRR2100165,2
SRR2100168,4
SRR2100169,1
SRR2100170,1
SRR2100173,3
SRR2100180,4
SRR2100183,5
SRR2100198,4
SRR2100201,3
SRR2100202,4
SRR2100204,4
SRR2100205,3
SRR2100210,4
SAMN03648080,1
SRR2100216,3
SRR2100217,4
SRR2100222,1
SRR2100223,4
SRR2100229,3
SRR2100234,4
SRR2100246,3
SRR2100248,3
SRR2100250,2
SRR2100260,4
SRR2100264,1
SRR2100269,3
SRR2100281,3
SRR2100282,3
SRR2100287,4
SRR2100288,1
SRR2100289,3
SRR2100291,3
SRR2100295,1
SRR2100304,3
SRR2100307,4
SRR2100308,4
SRR2100309,3
SRR2100315,3
SRR2100316,1
SRR2100327,4
SRR2100329,3
SRR2100330,3
SRR2100340,3
SRR2100349,3
SRR2100352,1
SRR2100356,3
SRR2100357,3
SRR2100358,3
SRR2100360,3
SRR2100362,4
SRR2100371,3
SRR2100373,2
SRR2100375,3
SRR2100378,3
SRR2100380,3
SRR2100383,4
SRR2100385,3
SRR2100391,2
SAMN03647532,3
SRR2100467,4
SRR2100472,4
SRR2100474,3
SRR2100480,3
SRR2100494,3
SRR2100495,3
SRR2100497,4
SAMN03648002,4
SRR2100502,3
SRR2100504,4
SRR2100507,3
SRR2100514,3
SRR2100517,3
SRR2100522,3
SRR2100533,4
SRR2100536,2
SRR2100538,3
SRR2100539,6
SRR2100548,4
SRR2100549,2
SRR2100550,3
SRR2100554,3
SRR2100563,4
SRR2100567,3
SRR2100576,4
SRR2100598,3
SRR2100599,3
SRR2100606,1
SRR2100607,3
SRR2100608,4
SRR2100611,3
SRR2100614,3
SRR2100617,4
SRR2100619,4
SRR2100626,4
SRR2100627,2
SRR2100635,1
SRR2100651,1
SRR2100664,1
SRR2100665,4
SRR2100674,3
SRR2100677,4
SRR2100679,4
SRR2100680,2
SRR2100681,3
SRR2100684,4
SRR2100685,4
SRR2100694,3
SRR2100697,3
SRR2100701,4
SRR2100702,4
SRR2100704,2
SRR2100713,5
SRR2100715,3
SRR2100717,1
SRR2100727,4
SRR2100728,4
SRR2100734,4
SRR2100740,2
SRR2100751,4
SRR2100759,4
SRR2100761,3
SRR2100764,3
SRR2100769,2
SRR2100771,3
SRR2100773,3
SRR1524019,Sensitive
SRR2100775,4
SRR2100782,3
SRR2100793,4
SRR2100794,2
SRR2100799,4
SRR2100906,1
SRR2100813,4
SRR2100814,4
